Path,Category,Extension,Width,Height,TextureType,SpriteMode,PixelsPerUnit,SerializedReferenceCount,DuplicateFilename,ReferencedBy
Assets/Art/Backgrounds/Cutouts/sheet2_07_grass_tile_07.png,Backgrounds,png,151,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_08_stone_path_tile_01.png,Backgrounds,png,154,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_09_stone_path_tile_02.png,Backgrounds,png,153,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_10_stone_path_tile_03.png,Backgrounds,png,153,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_11_stone_path_tile_04.png,Backgrounds,png,98,152,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_12_stone_path_tile_05.png,Backgrounds,png,89,152,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_13_stone_path_tile_06.png,Backgrounds,png,154,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_14_stone_path_tile_07.png,Backgrounds,png,140,152,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_15_stone_path_tile_08.png,Backgrounds,png,145,152,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_16_stone_path_tile_09.png,Backgrounds,png,147,152,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_17_forest_tile_a_01.png,Backgrounds,png,156,160,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_18_forest_tile_a_02.png,Backgrounds,png,153,160,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_19_forest_tile_a_03.png,Backgrounds,png,169,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_20_forest_tile_a_04.png,Backgrounds,png,148,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_21_forest_tile_a_05.png,Backgrounds,png,153,161,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_22_forest_tile_a_06.png,Backgrounds,png,145,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_23_forest_tile_a_07.png,Backgrounds,png,160,160,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_24_forest_tile_a_08.png,Backgrounds,png,124,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_25_forest_tile_a_09.png,Backgrounds,png,127,158,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_26_forest_tile_b_01.png,Backgrounds,png,154,161,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_27_forest_tile_b_02.png,Backgrounds,png,153,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_28_forest_tile_b_03.png,Backgrounds,png,167,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_29_forest_tile_b_04.png,Backgrounds,png,148,163,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_30_forest_tile_b_05.png,Backgrounds,png,153,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_31_forest_tile_b_06.png,Backgrounds,png,145,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_32_forest_tile_b_07.png,Backgrounds,png,158,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_33_forest_tile_b_08.png,Backgrounds,png,124,160,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_34_forest_tile_b_09.png,Backgrounds,png,127,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_35_water_tile_01.png,Backgrounds,png,152,159,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_36_water_tile_02.png,Backgrounds,png,152,159,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_37_water_tile_03.png,Backgrounds,png,157,160,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_38_water_tile_04.png,Backgrounds,png,167,161,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_39_water_tile_05.png,Backgrounds,png,169,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_40_water_tile_06.png,Backgrounds,png,169,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_41_water_tile_07.png,Backgrounds,png,180,161,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_42_water_tile_08.png,Backgrounds,png,159,161,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_43_bridge_tile_01.png,Backgrounds,png,144,143,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_44_bridge_tile_02.png,Backgrounds,png,135,144,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_45_bridge_tile_03.png,Backgrounds,png,145,144,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_46_bridge_tile_04.png,Backgrounds,png,148,143,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_47_bridge_tile_05.png,Backgrounds,png,145,144,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/Cutouts/sheet2_48_bridge_tile_06.png,Backgrounds,png,154,145,Sprite,Single,100,1,No,Assets/Scenes/LeftRoute_Prototype.unity
Assets/Art/Backgrounds/Cutouts/sheet2_49_bridge_tile_07.png,Backgrounds,png,142,146,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/farm.png,Backgrounds,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/Backgrounds/map_new.png,Backgrounds,png,1448,1086,Sprite,Multiple,100,2,No,Assets/Scenes/HubMap_Day.unity | Assets/_Recovery/0.unity
Assets/Art/Backgrounds/Night_shrine_1_background.png,Backgrounds,png,2172,724,Sprite,Single,100,5,No,Assets/Scenes/Level_01_NightShrinePath.unity | Assets/Scenes/NightApproach.unity | Assets/Scenes/Stage_0_0.unity | Assets/Scenes/Stage_1_2.unity | Assets/Scenes/Tutorial_00_BasicMove.unity
Assets/Art/Backgrounds/stage_1_1_end.png,Backgrounds,png,1672,941,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/stage_1_1_front.png,Backgrounds,png,1672,941,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/stage_1_1_middle.png,Backgrounds,png,1672,941,Sprite,Single,100,0,No,
Assets/Art/Backgrounds/store.png,Backgrounds,png,0,0,Default,None,100,1,Yes,Assets/Scenes/HubMap_Day.unity
Assets/Art/Backgrounds/未修改素材图1.png,Backgrounds,png,1448,1086,Sprite,Multiple,100,0,No,
Assets/Art/Backgrounds/未修改素材图2.png,Backgrounds,png,1448,1086,Sprite,Multiple,100,0,No,
Assets/Art/boss/aim_icon.png,boss,png,1254,1254,Sprite,Single,512,1,No,Assets/Scenes/Stage_1_Boss_RedOni.unity
Assets/Art/boss/boss.png,boss,png,1024,1024,Sprite,Single,100,0,No,
Assets/Art/boss/flip_down.png,boss,png,1024,1024,Sprite,Multiple,133.33,0,No,
Assets/Art/boss/flip_middle.png,boss,png,1024,1024,Sprite,Multiple,100,0,No,
Assets/Art/boss/flip_up.png,boss,png,1018,838,Sprite,Multiple,133.33,0,No,
Assets/Art/boss/fukubean.png,boss,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/boss/fukubean_cutout.png,boss,png,1536,1024,Sprite,Single,512,1,No,Assets/Scenes/Stage_1_Boss_RedOni.unity
Assets/Art/boss/movingline.png,boss,png,1254,1254,Sprite,Single,512,0,No,
Assets/Art/boss/movingline_pieces.png,boss,png,1254,1254,Sprite,Single,512,1,No,Assets/Scenes/Stage_1_Boss_RedOni.unity
Assets/Art/boss/red_oni_attack_high_sheet.png,boss,png,1280,840,Sprite,Multiple,100,1,No,Assets/Art/boss/RedOni_Attack_High.anim
Assets/Art/boss/red_oni_attack_low_sheet.png,boss,png,1280,840,Sprite,Multiple,100,1,No,Assets/Art/boss/RedOni_Attack_Low.anim
Assets/Art/boss/red_oni_attack_middle_sheet.png,boss,png,1280,840,Sprite,Multiple,100,3,No,Assets/Art/boss/RedOni_Attack_Middle.anim | Assets/Art/boss/RedOni_Idle.anim | Assets/Art/boss/RedOni_Phase1_Visual.prefab
Assets/Art/boss/red_oni_phase2_smash_left_sheet.png,boss,png,1536,1024,Sprite,Multiple,100,1,No,Assets/Art/boss/RedOni_Phase2_Smash_Left.anim
Assets/Art/boss/red_oni_phase2_smash_right_sheet.png,boss,png,1536,1024,Sprite,Multiple,100,1,No,Assets/Art/boss/RedOni_Phase2_Smash_Right.anim
Assets/Art/boss/red_oni_phase2_smash_sheet.png,boss,png,1536,1024,Sprite,Multiple,100,2,No,Assets/Art/boss/RedOni_Phase2_Idle.anim | Assets/Art/boss/RedOni_Phase2_Smash.anim
Assets/Art/boss/second_hit1.png,boss,png,1536,1024,Sprite,Multiple,100,0,No,
Assets/Art/boss/second_hit2.png,boss,png,1536,1024,Sprite,Multiple,100,0,No,
Assets/Art/boss/second_hit3.png,boss,png,1536,1024,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/baker_mechine.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/baker_mechine_cutout.png,cafe_icon,png,999,1186,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/baker_mechine_working.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/baker_mechine_working_cutout.png,cafe_icon,png,1084,1175,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons.png,cafe_icon,png,1254,1254,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_01.png,cafe_icon,png,302,206,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_02.png,cafe_icon,png,642,222,Sprite,Single,128,1,No,Assets/Scenes/CafeInterior_Temporary.unity
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_03.png,cafe_icon,png,102,125,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_04.png,cafe_icon,png,83,117,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_05.png,cafe_icon,png,286,114,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_06.png,cafe_icon,png,245,295,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_07.png,cafe_icon,png,293,263,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_08.png,cafe_icon,png,86,281,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_09.png,cafe_icon,png,317,197,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_10.png,cafe_icon,png,64,96,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_11.png,cafe_icon,png,67,96,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_12.png,cafe_icon,png,65,95,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_13.png,cafe_icon,png,56,79,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_14.png,cafe_icon,png,55,79,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_15.png,cafe_icon,png,174,249,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_16.png,cafe_icon,png,189,226,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_17.png,cafe_icon,png,120,218,Sprite,Single,128,1,No,Assets/Scenes/CafeInterior_Temporary.unity
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_18.png,cafe_icon,png,322,347,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_19.png,cafe_icon,png,135,113,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_20.png,cafe_icon,png,139,346,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_20_sofa_front.png,cafe_icon,png,133,104,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_21.png,cafe_icon,png,183,176,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_22.png,cafe_icon,png,68,135,Sprite,Single,128,1,No,Assets/Scenes/CafeInterior_Temporary.unity
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_23.png,cafe_icon,png,140,80,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_24.png,cafe_icon,png,271,145,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_25.png,cafe_icon,png,188,133,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_26.png,cafe_icon,png,334,96,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/cafe_icon_27.png,cafe_icon,png,247,94,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_bottle_shelf.png,cafe_icon,png,166,241,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_chair_back_a.png,cafe_icon,png,56,88,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_chair_back_b.png,cafe_icon,png,59,88,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_chair_back_c.png,cafe_icon,png,57,87,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_coffee_machine_small.png,cafe_icon,png,94,117,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_dessert_counter.png,cafe_icon,png,294,198,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_floor_cushion_left.png,cafe_icon,png,51,57,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_floor_cushion_right.png,cafe_icon,png,50,57,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_flower_chest.png,cafe_icon,png,112,210,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_fox_altar_corner.png,cafe_icon,png,175,168,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_front_counter_full.png,cafe_icon,png,634,214,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_long_counter_seats.png,cafe_icon,png,128,287,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_long_shrine_runner.png,cafe_icon,png,326,88,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_low_table_tea.png,cafe_icon,png,132,72,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_menu_board.png,cafe_icon,png,60,127,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_potted_plant.png,cafe_icon,png,75,109,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_purple_rug.png,cafe_icon,png,263,137,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_back.png,cafe_icon,png,169,104,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_back_front_a.png,cafe_icon,png,129,86,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_back_front_b.png,cafe_icon,png,125,86,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_back_front_c.png,cafe_icon,png,125,86,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_front_a.png,cafe_icon,png,129,105,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_front_b.png,cafe_icon,png,127,105,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_front_c.png,cafe_icon,png,127,105,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_side_left.png,cafe_icon,png,72,123,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_side_right.png,cafe_icon,png,69,124,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_sofa_table_set.png,cafe_icon,png,309,189,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_square_lantern.png,cafe_icon,png,70,119,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_stool_a.png,cafe_icon,png,48,71,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_stool_b.png,cafe_icon,png,47,71,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_storage_shelf.png,cafe_icon,png,181,218,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_table_two_cushions.png,cafe_icon,png,158,106,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_tall_lantern.png,cafe_icon,png,78,141,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_tatami_rug.png,cafe_icon,png,180,125,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_tatami_table_set.png,cafe_icon,png,285,255,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_a.png,cafe_icon,png,48,69,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_b.png,cafe_icon,png,47,68,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_c.png,cafe_icon,png,47,68,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_d.png,cafe_icon,png,48,68,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_e.png,cafe_icon,png,48,68,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wooden_chair_f.png,cafe_icon,png,48,68,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_cutouts/furniture_wood_fence.png,cafe_icon,png,239,86,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/cafe_icons_transparent.png,cafe_icon,png,1254,1254,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/coffe_mechine.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/coffe_mechine_cutout.png,cafe_icon,png,914,1143,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/coffe_mechine_working.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/coffe_mechine_working_cutout.png,cafe_icon,png,1018,1158,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/counter_icon.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/fox_god.png,cafe_icon,png,1254,1254,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/fox_god_transparent.png,cafe_icon,png,708,906,Sprite,Single,128,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_back_idle.png,cafe_icon,png,169,214,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_back_walk_01.png,cafe_icon,png,154,202,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_back_walk_02.png,cafe_icon,png,180,211,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_front_idle.png,cafe_icon,png,204,223,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_front_walk_01.png,cafe_icon,png,169,226,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_front_walk_02.png,cafe_icon,png,175,208,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_left_idle.png,cafe_icon,png,166,217,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_left_walk_01.png,cafe_icon,png,184,225,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_left_walk_02.png,cafe_icon,png,172,207,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_right_idle.png,cafe_icon,png,160,216,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_right_walk_01.png,cafe_icon,png,168,211,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_child_girl_kimono/guest_child_girl_kimono_right_walk_02.png,cafe_icon,png,175,205,Sprite,Multiple,100,0,No,
Assets/Art/cafe_icon/guest_elder_traveler_files/0cdb20f3-a7b1-40bc-a800-88ad1625320a.png,cafe_icon,png,1254,1254,Sprite,Multiple,100,0,No,
